CODMUNRES,Ano,Qtd_Obitos_Declarados_Investigados,Qtd_Total,Ratio
314100,2017,0.0,4,0.0
314100,2018,0.0,1,0.0
314110,2012,0.0,3,0.0
314110,2013,0.0,4,0.0
314110,2014,0.0,7,0.0
314110,2015,0.0,6,0.0
314110,2016,0.0,4,0.0
314110,2017,0.0,7,0.0
314110,2018,0.0,3,0.0
314110,2019,0.0,3,0.0
314120,2012,0.0,2,0.0
314120,2013,0.0,2,0.0
314120,2014,0.0,1,0.0
314120,2017,0.0,2,0.0
314120,2019,1.0,1,1.0
314130,2012,0.0,1,0.0
314130,2014,0.0,1,0.0
314130,2015,0.0,1,0.0
314140,2012,0.0,4,0.0
314140,2013,0.0,3,0.0
314140,2014,0.0,3,0.0
314140,2015,0.0,2,0.0
314140,2016,0.0,12,0.0
314140,2017,0.0,1,0.0
314140,2018,0.0,1,0.0
314140,2019,0.0,6,0.0
314150,2012,0.0,1,0.0
314150,2013,0.0,1,0.0
314150,2015,0.0,1,0.0
314150,2017,0.0,1,0.0
314150,2018,0.0,3,0.0
314150,2019,0.0,1,0.0
314160,2012,0.0,2,0.0
314160,2013,0.0,1,0.0
314160,2014,0.0,2,0.0
314160,2016,0.0,1,0.0
314160,2019,0.0,2,0.0
314170,2012,0.0,1,0.0
314170,2015,0.0,2,0.0
314170,2018,0.0,3,0.0
314180,2012,0.0,3,0.0
314180,2013,0.0,6,0.0
314180,2014,0.0,6,0.0
314180,2015,0.0,1,0.0
314180,2016,0.0,2,0.0
314180,2017,0.0,4,0.0
314180,2018,0.0,4,0.0
314180,2019,0.0,3,0.0
314190,2012,0.0,1,0.0
314200,2012,0.0,2,0.0
314200,2015,0.0,2,0.0
314200,2016,0.0,1,0.0
314200,2017,0.0,3,0.0
314200,2018,0.0,2,0.0
314210,2013,0.0,1,0.0
314210,2014,0.0,1,0.0
314210,2017,0.0,1,0.0
314220,2012,0.0,1,0.0
314220,2013,0.0,1,0.0
314220,2014,0.0,2,0.0
314220,2015,0.0,2,0.0
314220,2016,0.0,2,0.0
314220,2017,0.0,1,0.0
314220,2018,0.0,1,0.0
314220,2019,0.0,3,0.0
314225,2012,0.0,1,0.0
314225,2015,0.0,2,0.0
314225,2016,0.0,1,0.0
314225,2017,0.0,1,0.0
314225,2018,0.0,1,0.0
314230,2013,0.0,1,0.0
314230,2016,0.0,1,0.0
314230,2018,0.0,1,0.0
314230,2019,0.0,3,0.0
314240,2012,0.0,2,0.0
314240,2016,0.0,2,0.0
314260,2012,0.0,1,0.0
314260,2013,0.0,1,0.0
314260,2015,0.0,1,0.0
314260,2017,0.0,2,0.0
314270,2012,0.0,2,0.0
314270,2013,0.0,1,0.0
314270,2014,0.0,1,0.0
314270,2015,0.0,3,0.0
314270,2016,0.0,1,0.0
314270,2017,0.0,1,0.0
314270,2018,0.0,2,0.0
314270,2019,0.0,2,0.0
314280,2012,0.0,3,0.0
314280,2013,0.0,7,0.0
314280,2014,0.0,2,0.0
314280,2015,0.0,1,0.0
314280,2016,0.0,2,0.0
314280,2017,0.0,2,0.0
314280,2018,0.0,3,0.0
314280,2019,0.0,3,0.0
314290,2012,0.0,3,0.0
314290,2013,0.0,1,0.0
314290,2014,0.0,1,0.0
314290,2015,0.0,4,0.0
314290,2016,0.0,2,0.0
314290,2017,0.0,5,0.0
314290,2018,0.0,3,0.0
314290,2019,0.0,6,0.0
314300,2012,0.0,1,0.0
314300,2015,0.0,3,0.0
314300,2016,0.0,3,0.0
314300,2017,0.0,1,0.0
314300,2018,0.0,2,0.0
314300,2019,0.0,2,0.0
314310,2012,0.0,6,0.0
314310,2013,0.0,4,0.0
314310,2014,0.0,5,0.0
314310,2015,0.0,9,0.0
314310,2016,0.0,5,0.0
314310,2017,0.0,7,0.0
314310,2018,0.0,3,0.0
314310,2019,0.0,8,0.0
314315,2012,0.0,2,0.0
314315,2013,0.0,1,0.0
314315,2014,0.0,1,0.0
314315,2015,0.0,1,0.0
314315,2016,0.0,3,0.0
314315,2019,0.0,1,0.0
314320,2014,0.0,2,0.0
314320,2015,0.0,5,0.0
314320,2017,0.0,2,0.0
314320,2019,0.0,3,0.0
314330,2012,1.0,47,0.02127659574468085
314330,2013,0.0,58,0.0
314330,2014,1.0,40,0.025
314330,2015,0.0,36,0.0
314330,2016,0.0,58,0.0
314330,2017,0.0,36,0.0
314330,2018,0.0,46,0.0
314330,2019,0.0,46,0.0
314340,2012,0.0,1,0.0
314340,2014,0.0,1,0.0
314340,2015,0.0,2,0.0
314340,2016,0.0,2,0.0
314340,2017,0.0,2,0.0
314340,2018,0.0,1,0.0
314340,2019,0.0,2,0.0
314345,2014,0.0,1,0.0
314345,2017,0.0,1,0.0
314345,2018,0.0,1,0.0
314350,2012,0.0,2,0.0
314350,2013,0.0,1,0.0
314350,2014,0.0,1,0.0
314350,2017,0.0,2,0.0
314350,2018,0.0,3,0.0
314350,2019,0.0,1,0.0
314360,2012,0.0,2,0.0
314360,2015,0.0,1,0.0
314360,2017,0.0,1,0.0
314370,2016,0.0,1,0.0
314370,2018,0.0,1,0.0
314370,2019,0.0,1,0.0
314380,2013,0.0,1,0.0
314380,2016,0.0,1,0.0
314380,2017,0.0,2,0.0
314390,2012,0.0,15,0.0
314390,2013,0.0,12,0.0
314390,2014,0.0,7,0.0
314390,2015,1.0,8,0.125
314390,2016,2.0,7,0.2857142857142857
314390,2017,0.0,8,0.0
314390,2018,0.0,7,0.0
314390,2019,0.0,12,0.0
314400,2012,0.0,1,0.0
314400,2013,0.0,2,0.0
314400,2014,0.0,3,0.0
314400,2015,0.0,2,0.0
314400,2016,0.0,3,0.0
314400,2017,0.0,1,0.0
314400,2018,0.0,3,0.0
314400,2019,0.0,3,0.0
314410,2012,0.0,2,0.0
314410,2013,0.0,5,0.0
314410,2015,0.0,1,0.0
314410,2016,0.0,3,0.0
314410,2017,0.0,1,0.0
314410,2018,0.0,5,0.0
314410,2019,0.0,3,0.0
314420,2012,0.0,1,0.0
314420,2014,0.0,1,0.0
314420,2015,0.0,1,0.0
314420,2016,0.0,1,0.0
314420,2017,0.0,1,0.0
314430,2012,0.0,4,0.0
314430,2013,0.0,6,0.0
314430,2014,0.0,6,0.0
314430,2015,0.0,7,0.0
314430,2016,0.0,4,0.0
314430,2017,0.0,4,0.0
314430,2018,0.0,12,0.0
314430,2019,0.0,11,0.0
314435,2015,0.0,1,0.0
314435,2016,0.0,2,0.0
314435,2017,0.0,1,0.0
314435,2018,0.0,1,0.0
314435,2019,0.0,1,0.0
314437,2012,0.0,1,0.0
314437,2015,0.0,1,0.0
314437,2019,0.0,3,0.0
314440,2013,0.0,1,0.0
314450,2013,0.0,2,0.0
314450,2014,0.0,1,0.0
314450,2015,0.0,1,0.0
314450,2017,0.0,1,0.0
314450,2018,0.0,1,0.0
314450,2019,0.0,1,0.0
314460,2012,0.0,4,0.0
314460,2013,0.0,3,0.0
314460,2014,0.0,5,0.0
314460,2015,0.0,3,0.0
314460,2016,0.0,4,0.0
314460,2017,0.0,5,0.0
314460,2018,0.0,1,0.0
314465,2012,0.0,2,0.0
314465,2013,0.0,2,0.0
314465,2014,0.0,4,0.0
314465,2016,0.0,1,0.0
314465,2018,0.0,1,0.0
314465,2019,0.0,1,0.0
314467,2015,0.0,1,0.0
314470,2012,0.0,3,0.0
314470,2013,0.0,2,0.0
314470,2014,0.0,2,0.0
314470,2015,0.0,4,0.0
314470,2016,0.0,3,0.0
314470,2018,0.0,1,0.0
314470,2019,0.0,2,0.0
314480,2012,0.0,14,0.0
314480,2013,0.0,6,0.0
314480,2014,0.0,7,0.0
314480,2015,0.0,14,0.0
314480,2016,0.0,15,0.0
314480,2017,0.0,9,0.0
314480,2018,0.0,12,0.0
314480,2019,0.0,12,0.0
314490,2012,0.0,1,0.0
314490,2013,0.0,1,0.0
314490,2015,0.0,1,0.0
314490,2016,0.0,1,0.0
314490,2019,0.0,1,0.0
314500,2012,0.0,1,0.0
314500,2014,0.0,1,0.0
314500,2015,0.0,2,0.0
314500,2016,0.0,2,0.0
314500,2017,0.0,5,0.0
314500,2018,0.0,1,0.0
314500,2019,0.0,2,0.0
314505,2012,0.0,2,0.0
314505,2013,0.0,1,0.0
314505,2014,0.0,1,0.0
314505,2015,0.0,1,0.0
314505,2016,0.0,1,0.0
314505,2017,0.0,3,0.0
314505,2018,0.0,2,0.0
314510,2012,0.0,1,0.0
314510,2014,0.0,1,0.0
314510,2016,0.0,1,0.0
314510,2019,0.0,2,0.0
314520,2012,0.0,17,0.0
314520,2013,0.0,13,0.0
314520,2014,0.0,9,0.0
314520,2015,0.0,13,0.0
314520,2016,0.0,17,0.0
314520,2017,0.0,19,0.0
314520,2018,0.0,15,0.0
314520,2019,0.0,10,0.0
314530,2012,0.0,15,0.0
314530,2013,0.0,7,0.0
314530,2014,0.0,4,0.0
314530,2015,0.0,1,0.0
314530,2016,0.0,5,0.0
314530,2017,0.0,1,0.0
314530,2018,0.0,9,0.0
314530,2019,0.0,9,0.0
314535,2012,0.0,1,0.0
314535,2013,0.0,2,0.0
314535,2014,0.0,2,0.0
314535,2015,0.0,5,0.0
314535,2016,0.0,1,0.0
314535,2017,0.0,2,0.0
314535,2018,0.0,1,0.0
314537,2017,0.0,1,0.0
314537,2018,0.0,1,0.0
314537,2019,0.0,1,0.0
314540,2012,0.0,1,0.0
314540,2017,0.0,1,0.0
314545,2014,0.0,1,0.0
314545,2016,0.0,2,0.0
314545,2017,0.0,1,0.0
314545,2019,0.0,1,0.0
314560,2012,0.0,2,0.0
314560,2013,0.0,2,0.0
314560,2014,0.0,4,0.0
314560,2015,0.0,4,0.0
314560,2016,0.0,3,0.0
314560,2017,0.0,4,0.0
314560,2018,0.0,3,0.0
314560,2019,0.0,5,0.0
314570,2012,0.0,1,0.0
314570,2014,0.0,1,0.0
314570,2016,0.0,2,0.0
314580,2014,0.0,1,0.0
314580,2017,0.0,1,0.0
314580,2018,0.0,2,0.0
314580,2019,0.0,1,0.0
314585,2014,0.0,1,0.0
314585,2015,0.0,2,0.0
314585,2016,0.0,1,0.0
314585,2019,0.0,4,0.0
314587,2012,0.0,2,0.0
314587,2013,0.0,1,0.0
314587,2014,0.0,1,0.0
314587,2015,0.0,1,0.0
314587,2016,0.0,1,0.0
314587,2017,0.0,1,0.0
314587,2018,0.0,1,0.0
314587,2019,0.0,1,0.0
314590,2012,0.0,6,0.0
314590,2013,0.0,4,0.0
314590,2014,0.0,3,0.0
314590,2015,0.0,9,0.0
314590,2016,0.0,3,0.0
314590,2017,0.0,6,0.0
314590,2018,0.0,5,0.0
314590,2019,0.0,6,0.0
314600,2012,0.0,4,0.0
314600,2013,0.0,3,0.0
314600,2014,0.0,2,0.0
314600,2015,0.0,5,0.0
314600,2016,0.0,6,0.0
314600,2017,0.0,6,0.0
314600,2018,0.0,4,0.0
314610,2012,0.0,6,0.0
314610,2013,0.0,7,0.0
314610,2014,0.0,7,0.0
314610,2015,0.0,4,0.0
314610,2016,0.0,6,0.0
314610,2017,0.0,8,0.0
314610,2018,0.0,18,0.0
314610,2019,0.0,6,0.0
314620,2012,0.0,2,0.0
314620,2013,0.0,3,0.0
314620,2014,0.0,1,0.0
314620,2015,0.0,1,0.0
314620,2016,0.0,1,0.0
314620,2017,0.0,2,0.0
314625,2014,0.0,2,0.0
314625,2017,0.0,1,0.0
314630,2012,0.0,5,0.0
314630,2013,0.0,3,0.0
314630,2014,0.0,3,0.0
314630,2015,0.0,6,0.0
314630,2016,0.0,5,0.0
314630,2017,0.0,4,0.0
314630,2018,0.0,7,0.0
314630,2019,0.0,1,0.0
314640,2013,0.0,1,0.0
314640,2016,0.0,2,0.0
314650,2012,0.0,1,0.0
314650,2014,0.0,1,0.0
314650,2017,0.0,1,0.0
314650,2018,0.0,1,0.0
314650,2019,0.0,2,0.0
314655,2012,0.0,1,0.0
314655,2013,0.0,1,0.0
314655,2014,0.0,1,0.0
314655,2016,0.0,2,0.0
314655,2017,0.0,1,0.0
314655,2018,0.0,1,0.0
314655,2019,0.0,1,0.0
314670,2014,0.0,1,0.0
314670,2015,0.0,1,0.0
314670,2016,0.0,1,0.0
314670,2018,0.0,1,0.0
314670,2019,0.0,1,0.0
314675,2012,0.0,1,0.0
314675,2015,0.0,2,0.0
314675,2016,0.0,1,0.0
314675,2018,0.0,2,0.0
314690,2012,0.0,3,0.0
314690,2014,0.0,2,0.0
314690,2015,0.0,2,0.0
314690,2016,0.0,1,0.0
314690,2017,0.0,3,0.0
314690,2018,0.0,1,0.0
314690,2019,0.0,2,0.0
314700,2012,0.0,11,0.0
314700,2013,0.0,9,0.0
314700,2014,0.0,9,0.0
314700,2015,0.0,21,0.0
314700,2016,0.0,17,0.0
314700,2017,0.0,20,0.0
314700,2018,0.0,13,0.0
314700,2019,0.0,26,0.0
314710,2012,0.0,18,0.0
314710,2013,0.0,12,0.0
314710,2014,0.0,12,0.0
314710,2015,0.0,8,0.0
314710,2016,0.0,10,0.0
314710,2017,0.0,10,0.0
314710,2018,0.0,11,0.0
314710,2019,0.0,9,0.0
314720,2012,0.0,5,0.0
314720,2013,0.0,3,0.0
314720,2014,0.0,2,0.0
314720,2015,0.0,3,0.0
314720,2016,0.0,2,0.0
314720,2017,0.0,3,0.0
314720,2018,0.0,2,0.0
314730,2012,0.0,1,0.0
314730,2013,0.0,1,0.0
314730,2014,0.0,2,0.0
314730,2018,0.0,2,0.0
314730,2019,0.0,2,0.0
314740,2012,0.0,2,0.0
314740,2013,0.0,6,0.0
314740,2014,0.0,2,0.0
314740,2015,0.0,3,0.0
314740,2016,0.0,4,0.0
314740,2017,0.0,1,0.0
314740,2018,0.0,1,0.0
314740,2019,0.0,6,0.0
314750,2016,0.0,1,0.0
314750,2019,0.0,1,0.0
314760,2012,0.0,1,0.0
314760,2016,0.0,2,0.0
314760,2017,0.0,1,0.0
314760,2018,0.0,2,0.0
314760,2019,0.0,1,0.0
314770,2012,0.0,2,0.0
314770,2013,0.0,2,0.0
314770,2016,0.0,2,0.0
314770,2017,0.0,1,0.0
314770,2018,0.0,2,0.0
314780,2013,0.0,1,0.0
314780,2016,0.0,1,0.0
314790,2012,0.0,13,0.0
314790,2013,0.0,9,0.0
314790,2014,0.0,21,0.0
314790,2015,0.0,17,0.0
314790,2016,0.0,12,0.0
314790,2017,0.0,14,0.0
314790,2018,0.0,12,0.0
314790,2019,0.0,17,0.0
314795,2012,0.0,2,0.0
314795,2016,0.0,1,0.0
314795,2018,0.0,1,0.0
314800,2012,0.0,19,0.0
314800,2013,0.0,15,0.0
314800,2014,1.0,22,0.045454545454545456
314800,2015,0.0,22,0.0
314800,2016,1.0,20,0.05
314800,2017,0.0,24,0.0
314800,2018,0.0,22,0.0
314800,2019,0.0,24,0.0
314810,2012,0.0,10,0.0
314810,2013,0.0,12,0.0
314810,2014,0.0,11,0.0
314810,2015,0.0,14,0.0
314810,2016,0.0,11,0.0
314810,2017,0.0,15,0.0
314810,2018,0.0,15,0.0
314810,2019,0.0,13,0.0
314820,2014,0.0,1,0.0
314820,2018,0.0,1,0.0
314830,2014,0.0,4,0.0
314830,2016,0.0,1,0.0
314830,2018,0.0,2,0.0
314840,2012,0.0,2,0.0
314840,2013,0.0,3,0.0
314840,2015,0.0,1,0.0
314840,2019,0.0,1,0.0
314850,2012,0.0,2,0.0
314850,2013,0.0,1,0.0
314850,2014,0.0,2,0.0
314850,2016,0.0,2,0.0
314850,2018,0.0,1,0.0
314850,2019,0.0,1,0.0
314860,2012,0.0,1,0.0
314860,2013,0.0,1,0.0
314860,2014,0.0,2,0.0
314860,2016,0.0,3,0.0
314860,2017,0.0,4,0.0
314860,2018,0.0,2,0.0
314860,2019,0.0,4,0.0
314870,2012,0.0,9,0.0
314870,2013,0.0,4,0.0
314870,2014,0.0,4,0.0
314870,2015,0.0,5,0.0
314870,2016,0.0,3,0.0
314870,2017,0.0,4,0.0
314870,2018,0.0,2,0.0
314870,2019,0.0,1,0.0
314875,2012,0.0,1,0.0
314875,2014,0.0,1,0.0
314875,2015,0.0,1,0.0
314875,2016,0.0,1,0.0
314875,2017,0.0,1,0.0
314875,2018,0.0,1,0.0
314875,2019,0.0,1,0.0
314900,2013,0.0,1,0.0
314900,2016,0.0,1,0.0
314900,2017,0.0,1,0.0
314900,2018,0.0,1,0.0
314910,2015,0.0,1,0.0
314910,2018,0.0,2,0.0
314915,2012,0.0,2,0.0
314915,2013,0.0,1,0.0
314915,2014,0.0,1,0.0
314915,2015,0.0,2,0.0
314915,2016,0.0,3,0.0
314915,2018,0.0,3,0.0
314915,2019,0.0,1,0.0
314920,2013,0.0,1,0.0
314920,2017,0.0,1,0.0
314920,2018,0.0,1,0.0
314930,2012,0.0,4,0.0
314930,2013,0.0,4,0.0
314930,2014,0.0,6,0.0
314930,2015,0.0,5,0.0
314930,2016,0.0,10,0.0
314930,2017,0.0,5,0.0
314930,2018,0.0,3,0.0
314930,2019,0.0,4,0.0
314950,2015,0.0,1,0.0
314960,2013,0.0,1,0.0
314960,2018,0.0,1,0.0
314970,2014,0.0,2,0.0
314970,2016,0.0,1,0.0
314970,2019,0.0,1,0.0
314980,2012,0.0,3,0.0
314980,2013,0.0,2,0.0
314980,2014,0.0,1,0.0
314980,2015,0.0,2,0.0
314980,2016,0.0,3,0.0
314980,2017,0.0,3,0.0
314980,2018,0.0,2,0.0
314980,2019,0.0,1,0.0
314990,2012,0.0,3,0.0
314990,2013,0.0,4,0.0
314990,2014,0.0,4,0.0
314990,2015,0.0,1,0.0
314990,2016,0.0,3,0.0
314990,2017,0.0,3,0.0
314990,2018,0.0,1,0.0
314990,2019,0.0,2,0.0
314995,2012,0.0,1,0.0
314995,2013,0.0,2,0.0
314995,2018,0.0,1,0.0
314995,2019,0.0,1,0.0
315000,2015,0.0,2,0.0
315000,2017,0.0,4,0.0
315010,2014,0.0,1,0.0
315010,2015,0.0,1,0.0
315010,2017,0.0,1,0.0
315010,2018,0.0,2,0.0
315015,2013,0.0,1,0.0
315015,2014,0.0,3,0.0
315015,2015,0.0,2,0.0
315015,2016,0.0,3,0.0
315015,2018,0.0,1,0.0
315015,2019,0.0,2,0.0
315020,2016,0.0,1,0.0
315030,2017,0.0,2,0.0
315040,2013,0.0,1,0.0
315040,2014,0.0,2,0.0
315040,2017,0.0,1,0.0
315050,2012,0.0,2,0.0
315050,2014,0.0,1,0.0
315053,2013,0.0,1,0.0
315053,2016,0.0,1,0.0
315053,2019,0.0,1,0.0
315057,2013,0.0,1,0.0
315057,2014,0.0,4,0.0
315057,2015,0.0,1,0.0
315057,2016,0.0,3,0.0
315057,2019,0.0,2,0.0
315060,2016,0.0,1,0.0
315070,2012,0.0,1,0.0
315070,2013,0.0,2,0.0
315070,2015,0.0,4,0.0
315070,2016,0.0,2,0.0
315070,2018,0.0,1,0.0
315080,2012,0.0,2,0.0
315080,2013,0.0,2,0.0
315080,2014,0.0,3,0.0
315080,2015,0.0,2,0.0
315080,2016,0.0,2,0.0
315080,2017,0.0,1,0.0
315080,2018,0.0,2,0.0
315080,2019,0.0,2,0.0
315090,2013,0.0,2,0.0
315090,2015,0.0,1,0.0
315100,2014,0.0,1,0.0
315100,2019,0.0,2,0.0
315110,2012,0.0,1,0.0
315110,2013,0.0,2,0.0
315110,2014,0.0,2,0.0
315110,2015,0.0,2,0.0
315110,2017,0.0,1,0.0
315110,2018,0.0,1,0.0
315120,2012,0.0,11,0.0
315120,2013,0.0,6,0.0
315120,2014,0.0,11,0.0
315120,2015,0.0,6,0.0
315120,2016,0.0,8,0.0
315120,2017,0.0,7,0.0
315120,2018,0.0,8,0.0
315120,2019,0.0,13,0.0
315130,2012,0.0,1,0.0
315130,2013,0.0,1,0.0
315130,2014,0.0,1,0.0
315130,2015,0.0,2,0.0
315130,2016,0.0,1,0.0
315130,2018,0.0,1,0.0
315130,2019,0.0,1,0.0
315140,2012,0.0,5,0.0
315140,2013,0.0,2,0.0
315140,2014,0.0,2,0.0
315140,2015,0.0,4,0.0
315140,2016,0.0,3,0.0
315140,2017,0.0,4,0.0
315140,2018,0.0,4,0.0
315140,2019,0.0,4,0.0
315150,2012,0.0,4,0.0
315150,2013,0.0,6,0.0
315150,2014,0.0,3,0.0
315150,2015,0.0,3,0.0
315150,2017,0.0,4,0.0
315150,2018,0.0,7,0.0
315150,2019,0.0,4,0.0
315160,2013,0.0,1,0.0
315160,2014,0.0,2,0.0
315160,2016,0.0,2,0.0
315160,2017,0.0,2,0.0
315160,2018,0.0,2,0.0
315160,2019,0.0,1,0.0
315170,2013,0.0,3,0.0
315170,2016,0.0,1,0.0
315170,2017,0.0,1,0.0
315170,2018,0.0,2,0.0
315170,2019,0.0,2,0.0
315180,2012,0.0,13,0.0
315180,2013,0.0,21,0.0
315180,2014,0.0,12,0.0
315180,2015,0.0,14,0.0
315180,2016,0.0,9,0.0
315180,2017,0.0,20,0.0
315180,2018,0.0,17,0.0
315180,2019,0.0,18,0.0
315190,2012,0.0,1,0.0
315190,2015,0.0,1,0.0
315190,2016,0.0,1,0.0
315190,2017,0.0,2,0.0
315200,2012,0.0,3,0.0
315200,2013,0.0,4,0.0
315200,2014,0.0,1,0.0
315200,2015,0.0,5,0.0
315200,2016,0.0,6,0.0
315200,2017,0.0,4,0.0
315200,2018,0.0,3,0.0
315200,2019,0.0,3,0.0
315210,2012,0.0,8,0.0
315210,2013,0.0,6,0.0
315210,2014,0.0,7,0.0
315210,2015,0.0,8,0.0
315210,2016,0.0,7,0.0
315210,2017,0.0,6,0.0
315210,2018,0.0,9,0.0
315210,2019,0.0,6,0.0
315213,2012,0.0,3,0.0
315213,2013,0.0,1,0.0
315213,2015,0.0,1,0.0
315213,2017,0.0,1,0.0
315213,2018,0.0,1,0.0
315213,2019,0.0,1,0.0
315217,2012,0.0,3,0.0
315217,2014,0.0,3,0.0
315217,2015,0.0,2,0.0
315217,2016,0.0,3,0.0
315217,2017,0.0,2,0.0
315217,2018,0.0,3,0.0
315217,2019,0.0,3,0.0
315220,2012,0.0,6,0.0
315220,2013,0.0,8,0.0
315220,2014,0.0,4,0.0
315220,2015,0.0,3,0.0
315220,2016,0.0,2,0.0
315220,2017,0.0,3,0.0
315220,2018,0.0,6,0.0
315220,2019,0.0,2,0.0
315230,2013,0.0,1,0.0
315230,2017,0.0,1,0.0
315230,2018,0.0,2,0.0
315230,2019,0.0,1,0.0
315240,2012,0.0,1,0.0
315240,2013,0.0,3,0.0
315240,2014,0.0,4,0.0
315240,2015,0.0,2,0.0
315240,2016,0.0,2,0.0
315240,2017,0.0,1,0.0
315240,2018,0.0,3,0.0
315250,2012,0.0,14,0.0
315250,2013,0.0,7,0.0
315250,2014,0.0,20,0.0
315250,2015,0.0,26,0.0
315250,2016,0.0,21,0.0
315250,2017,0.0,15,0.0
315250,2018,0.0,12,0.0
315250,2019,0.0,9,0.0
315260,2012,0.0,1,0.0
315260,2018,0.0,1,0.0
315270,2012,0.0,1,0.0
315270,2013,0.0,4,0.0
315270,2014,0.0,1,0.0
315270,2015,0.0,1,0.0
315270,2016,0.0,1,0.0
315270,2017,0.0,2,0.0
315270,2018,0.0,1,0.0
315280,2012,0.0,4,0.0
315280,2013,0.0,4,0.0
315280,2014,0.0,2,0.0
315280,2015,0.0,1,0.0
315280,2016,0.0,5,0.0
315280,2017,0.0,4,0.0
315280,2018,0.0,1,0.0
315280,2019,0.0,2,0.0
315290,2015,0.0,2,0.0
315290,2016,0.0,1,0.0
315290,2017,0.0,2,0.0
315290,2019,0.0,2,0.0
315300,2013,0.0,1,0.0
315310,2016,0.0,1,0.0
315320,2012,0.0,2,0.0
315320,2017,0.0,1,0.0
315330,2013,0.0,2,0.0
315330,2014,0.0,1,0.0
315330,2017,0.0,1,0.0
315330,2019,0.0,1,0.0
315340,2012,0.0,1,0.0
315340,2014,0.0,1,0.0
315340,2015,0.0,3,0.0
315340,2016,0.0,4,0.0
315340,2017,0.0,2,0.0
315340,2018,0.0,4,0.0
315340,2019,0.0,2,0.0
315350,2013,0.0,1,0.0
315350,2014,0.0,2,0.0
315350,2016,0.0,1,0.0
315350,2018,0.0,2,0.0
315350,2019,0.0,1,0.0
315360,2012,0.0,3,0.0
315360,2013,0.0,3,0.0
315360,2014,0.0,1,0.0
315360,2015,0.0,3,0.0
315360,2016,0.0,1,0.0
315360,2018,0.0,1,0.0
315360,2019,0.0,1,0.0
315370,2012,0.0,1,0.0
315370,2019,0.0,1,0.0
315390,2012,0.0,4,0.0
315390,2014,0.0,2,0.0
315390,2015,0.0,1,0.0
315390,2016,0.0,4,0.0
315390,2017,0.0,3,0.0
315390,2019,0.0,3,0.0
315400,2012,0.0,5,0.0
315400,2013,0.0,1,0.0
315400,2014,0.0,3,0.0
315400,2015,0.0,2,0.0
315400,2016,0.0,3,0.0
315400,2017,0.0,3,0.0
315400,2018,0.0,1,0.0
315400,2019,0.0,1,0.0
315410,2013,0.0,1,0.0
315410,2014,0.0,1,0.0
315410,2015,0.0,1,0.0
315410,2016,0.0,1,0.0
315415,2015,0.0,2,0.0
315415,2019,0.0,3,0.0
315420,2013,0.0,1,0.0
315420,2014,0.0,1,0.0
315420,2015,0.0,1,0.0
315420,2017,0.0,2,0.0
315420,2018,0.0,2,0.0
315420,2019,0.0,1,0.0
315430,2012,0.0,5,0.0
315430,2013,1.0,8,0.125
315430,2014,0.0,4,0.0
315430,2015,0.0,6,0.0
315430,2016,0.0,3,0.0
315430,2017,0.0,4,0.0
315430,2018,0.0,2,0.0
315430,2019,0.0,1,0.0
315440,2014,0.0,1,0.0
315440,2019,0.0,1,0.0
315445,2012,0.0,3,0.0
315445,2016,0.0,1,0.0
315445,2019,0.0,2,0.0
315450,2013,0.0,8,0.0
315450,2015,0.0,2,0.0
315450,2017,1.0,2,0.5
315450,2018,0.0,1,0.0
315450,2019,0.0,2,0.0
315460,2012,0.0,57,0.0
315460,2013,0.0,59,0.0
315460,2014,0.0,47,0.0
315460,2015,0.0,57,0.0
315460,2016,0.0,43,0.0
315460,2017,0.0,34,0.0
315460,2018,0.0,43,0.0
315460,2019,0.0,50,0.0
315470,2015,0.0,2,0.0
315470,2016,0.0,1,0.0
315470,2017,0.0,1,0.0
315470,2018,0.0,1,0.0
315480,2012,0.0,4,0.0
315480,2013,0.0,1,0.0
315480,2014,0.0,2,0.0
315480,2015,0.0,2,0.0
315480,2017,0.0,2,0.0
315480,2018,0.0,1,0.0
315480,2019,0.0,2,0.0
315490,2012,0.0,1,0.0
315490,2013,0.0,2,0.0
315490,2014,0.0,1,0.0
315490,2015,0.0,1,0.0
315490,2016,0.0,3,0.0
315490,2017,0.0,1,0.0
315490,2019,0.0,1,0.0
315500,2019,0.0,2,0.0
315510,2012,0.0,1,0.0
315510,2013,0.0,2,0.0
315510,2015,0.0,1,0.0
315510,2016,0.0,1,0.0
315510,2017,0.0,1,0.0
315510,2018,0.0,1,0.0
315510,2019,0.0,1,0.0
315520,2012,0.0,1,0.0
315520,2015,0.0,1,0.0
315520,2016,0.0,3,0.0
315530,2012,0.0,2,0.0
315530,2014,0.0,1,0.0
315540,2012,0.0,1,0.0
315540,2015,0.0,1,0.0
315540,2019,0.0,1,0.0
315550,2014,0.0,3,0.0
315550,2016,0.0,2,0.0
315550,2019,0.0,2,0.0
315560,2012,0.0,5,0.0
315560,2013,0.0,4,0.0
315560,2014,0.0,3,0.0
315560,2015,0.0,1,0.0
315560,2016,0.0,3,0.0
315560,2017,0.0,3,0.0
315560,2018,0.0,2,0.0
315560,2019,0.0,4,0.0
315570,2012,0.0,2,0.0
315570,2013,0.0,1,0.0
315570,2016,0.0,1,0.0
315570,2019,0.0,3,0.0
315580,2012,0.0,3,0.0
315580,2013,0.0,1,0.0
315580,2014,0.0,1,0.0
315580,2015,0.0,3,0.0
